Incident #,Incident City,Incident Date,Incident Description,Incident Type,Incident Type Code,Incident ZipCode,Station,Station City,Station ZipCode,Distance,Incident Position,Station Position,Time to Arrival (s),Time to Dispatch (s),Time to Dispatch Target (s),Time to En Route (s),Time to En Route Target (s),Day,Month,Year,Time,Dispatch Time/Target Ratio,En Route Time/Target Ratio
21010578,Atlanta,2021-12-17 14:21:00,Detailed description of the incident #21010578,Fire Related,F34,30310,AFRD Station 17,Atlanta,30310,0.629826437,(INCIDENT POSITION NOT SPECIFIED),(STATION POSITION NOT SPECIFIED),180,60,240,0,300,17,12,2021,14:21:00,25.0%,0.0%
21077095,Atlanta,2022-05-02 14:01:00,Detailed description of the incident #21077095,Fire Related,F3A,30310,AFRD Station 17,Atlanta,30310,0.823003063,(INCIDENT POSITION NOT SPECIFIED),(STATION POSITION NOT SPECIFIED),180,60,240,0,300,2,5,2022,14:01:00,25.0%,0.0%
22002438,Atlanta,2022-07-11 10:10:00,Detailed description of the incident #22002438,Fire Related,F3A,30310,AFRD Station 17,Atlanta,30310,0.391271659,(INCIDENT POSITION NOT SPECIFIED),(STATION POSITION NOT SPECIFIED),180,120,240,0,300,11,7,2022,10:10:00,50.0%,0.0%
21045482,Atlanta,2022-01-02 22:29:00,Detailed description of the incident #21045482,Fire Related,F33G,30310,AFRD Station 17,Atlanta,30310,0.849203399,(INCIDENT POSITION NOT SPECIFIED),(STATION POSITION NOT SPECIFIED),240,420,240,0,300,2,1,2022,22:29:00,175.0%,0.0%
21073436,Atlanta,2022-04-16 09:38:00,Detailed description of the incident #21073436,Fire Related,F34,30310,AFRD Station 17,Atlanta,30310,0.602103286,(INCIDENT POSITION NOT SPECIFIED),(STATION POSITION NOT SPECIFIED),240,60,240,0,300,16,4,2022,09:38:00,25.0%,0.0%
21091197,Atlanta,2022-06-17 03:02:00,Detailed description of the incident #21091197,Fire Related,F34,30310,AFRD Station 17,Atlanta,30310,0.729459079,(INCIDENT POSITION NOT SPECIFIED),(STATION POSITION NOT SPECIFIED),240,60,240,0,300,17,6,2022,03:02:00,25.0%,0.0%
21005692,Atlanta,2021-11-29 22:12:00,Detailed description of the incident #21005692,Fire Related,F35,30310,AFRD Station 17,Atlanta,30310,0.624066989,(INCIDENT POSITION NOT SPECIFIED),(STATION POSITION NOT SPECIFIED),240,120,240,0,300,29,11,2021,22:12:00,50.0%,0.0%
21008495,Atlanta,2021-12-10 12:04:00,Detailed description of the incident #21008495,Fire Related,F3A,30310,AFRD Station 17,Atlanta,30310,0.675316615,(INCIDENT POSITION NOT SPECIFIED),(STATION POSITION NOT SPECIFIED),240,60,240,0,300,10,12,2021,12:04:00,25.0%,0.0%
21084551,Atlanta,2022-05-28 11:31:00,Detailed description of the incident #21084551,Fire Related,F3A,30310,AFRD Station 17,Atlanta,30310,0.675316615,(INCIDENT POSITION NOT SPECIFIED),(STATION POSITION NOT SPECIFIED),240,60,240,0,300,28,5,2022,11:31:00,25.0%,0.0%
21070846,Atlanta,2022-04-05 12:06:00,Detailed description of the incident #21070846,Fire Related,F3A,30310,AFRD Station 17,Atlanta,30310,0.358860662,(INCIDENT POSITION NOT SPECIFIED),(STATION POSITION NOT SPECIFIED),240,120,240,0,300,5,4,2022,12:06:00,50.0%,0.0%
21080281,Atlanta,2022-05-17 22:39:00,Detailed description of the incident #21080281,Gas Related,F93,30310,AFRD Station 17,Atlanta,30310,0.629293064,(INCIDENT POSITION NOT SPECIFIED),(STATION POSITION NOT SPECIFIED),240,60,240,0,300,17,5,2022,22:39:00,25.0%,0.0%
22000908,Atlanta,2022-07-04 21:29:00,Detailed description of the incident #22000908,Fire Related,F33D,30310,AFRD Station 17,Atlanta,30310,0.668531615,(INCIDENT POSITION NOT SPECIFIED),(STATION POSITION NOT SPECIFIED),300,60,240,0,300,4,7,2022,21:29:00,25.0%,0.0%
22001646,Atlanta,2022-07-07 18:41:00,Detailed description of the incident #22001646,Fire Related,F33D,30310,AFRD Station 17,Atlanta,30310,0.427855059,(INCIDENT POSITION NOT SPECIFIED),(STATION POSITION NOT SPECIFIED),300,180,240,0,300,7,7,2022,18:41:00,75.0%,0.0%
22004696,Atlanta,2022-07-21 12:15:00,Detailed description of the incident #22004696,Fire Related,F33D,30310,AFRD Station 17,Atlanta,30310,1.678504533,(INCIDENT POSITION NOT SPECIFIED),(STATION POSITION NOT SPECIFIED),300,360,240,0,300,21,7,2022,12:15:00,150.0%,0.0%
21003534,Atlanta,2021-11-21 19:37:00,Detailed description of the incident #21003534,Fire Related,F35,30310,AFRD Station 17,Atlanta,30310,0.837511763,(INCIDENT POSITION NOT SPECIFIED),(STATION POSITION NOT SPECIFIED),300,120,240,0,300,21,11,2021,19:37:00,50.0%,0.0%
21059192,Atlanta,2022-02-18 13:22:00,Detailed description of the incident #21059192,Fire Related,F35,30310,AFRD Station 17,Atlanta,30310,0.427587875,(INCIDENT POSITION NOT SPECIFIED),(STATION POSITION NOT SPECIFIED),300,120,240,0,300,18,2,2022,13:22:00,50.0%,0.0%
21065968,Atlanta,2022-03-16 13:20:00,Detailed description of the incident #21065968,Fire Related,F35,30310,AFRD Station 17,Atlanta,30310,1.752715936,(INCIDENT POSITION NOT SPECIFIED),(STATION POSITION NOT SPECIFIED),300,180,240,0,300,16,3,2022,13:20:00,75.0%,0.0%
21063146,Atlanta,2022-03-05 07:00:00,Detailed description of the incident #21063146,Fire Related,F3A,30310,AFRD Station 17,Atlanta,30310,0.702372065,(INCIDENT POSITION NOT SPECIFIED),(STATION POSITION NOT SPECIFIED),300,120,240,0,300,5,3,2022,07:00:00,50.0%,0.0%
21049942,Atlanta,2022-01-18 11:30:00,Detailed description of the incident #21049942,Gas Related,F93,30310,AFRD Station 17,Atlanta,30310,0.581633145,(INCIDENT POSITION NOT SPECIFIED),(STATION POSITION NOT SPECIFIED),300,240,240,0,300,18,1,2022,11:30:00,100.0%,0.0%
21001025,Atlanta,2021-11-11 22:18:00,Detailed description of the incident #21001025,check and advise,F95,30310,AFRD Station 17,Atlanta,30310,1.554988827,(INCIDENT POSITION NOT SPECIFIED),(STATION POSITION NOT SPECIFIED),300,120,240,0,300,11,11,2021,22:18:00,50.0%,0.0%
22005539,Atlanta,2022-07-25 17:37:00,Detailed description of the incident #22005539,Fire Related,F33D,30310,AFRD Station 17,Atlanta,30310,1.917615929,(INCIDENT POSITION NOT SPECIFIED),(STATION POSITION NOT SPECIFIED),360,0,240,0,300,25,7,2022,17:37:00,0.0%,0.0%
21001613,Atlanta,2021-11-14 03:13:00,Detailed description of the incident #21001613,Fire Related,F34,30310,AFRD Station 17,Atlanta,30310,1.505326471,(INCIDENT POSITION NOT SPECIFIED),(STATION POSITION NOT SPECIFIED),360,60,240,0,300,14,11,2021,03:13:00,25.0%,0.0%
22003742,Atlanta,2022-07-16 17:40:00,Detailed description of the incident #22003742,Fire Related,F3A,30310,AFRD Station 17,Atlanta,30310,0.599535979,(INCIDENT POSITION NOT SPECIFIED),(STATION POSITION NOT SPECIFIED),360,60,240,0,300,16,7,2022,17:40:00,25.0%,0.0%
21049137,Atlanta,2022-01-15 18:10:00,Detailed description of the incident #21049137,Fire Related,F3A,30310,AFRD Station 17,Atlanta,30310,0.823003063,(INCIDENT POSITION NOT SPECIFIED),(STATION POSITION NOT SPECIFIED),360,60,240,0,300,15,1,2022,18:10:00,25.0%,0.0%
21076834,Atlanta,2022-05-01 11:02:00,Detailed description of the incident #21076834,Fire Related,F3A,30310,AFRD Station 17,Atlanta,30310,0.930810341,(INCIDENT POSITION NOT SPECIFIED),(STATION POSITION NOT SPECIFIED),360,60,240,0,300,1,5,2022,11:02:00,25.0%,0.0%
21071504,Atlanta,2022-04-08 08:30:00,Detailed description of the incident #21071504,Fire Related,F3A,30310,AFRD Station 17,Atlanta,30310,0.52930613,(INCIDENT POSITION NOT SPECIFIED),(STATION POSITION NOT SPECIFIED),360,120,240,0,300,8,4,2022,08:30:00,50.0%,0.0%
21062978,Atlanta,2022-03-04 15:53:00,Detailed description of the incident #21062978,Fire Related,F3A,30310,AFRD Station 17,Atlanta,30310,0.408576039,(INCIDENT POSITION NOT SPECIFIED),(STATION POSITION NOT SPECIFIED),360,180,240,0,300,4,3,2022,15:53:00,75.0%,0.0%
21075303,Atlanta,2022-04-24 17:45:00,Detailed description of the incident #21075303,Fire Related,F3A,30310,AFRD Station 17,Atlanta,30310,0.243509104,(INCIDENT POSITION NOT SPECIFIED),(STATION POSITION NOT SPECIFIED),420,60,240,0,300,24,4,2022,17:45:00,25.0%,0.0%
22004778,Atlanta,2022-07-21 18:54:00,Detailed description of the incident #22004778,Gas Related,F93,30310,AFRD Station 17,Atlanta,30310,0.723417437,(INCIDENT POSITION NOT SPECIFIED),(STATION POSITION NOT SPECIFIED),420,60,240,0,300,21,7,2022,18:54:00,25.0%,0.0%
21073252,Atlanta,2022-04-15 13:35:00,Detailed description of the incident #21073252,Fire Related,F34,30310,AFRD Station 17,Atlanta,30310,1.605129745,(INCIDENT POSITION NOT SPECIFIED),(STATION POSITION NOT SPECIFIED),480,240,240,0,300,15,4,2022,13:35:00,100.0%,0.0%
21062870,Atlanta,2022-03-04 06:29:00,Detailed description of the incident #21062870,Fire Related,F3A,30310,AFRD Station 17,Atlanta,30310,0.98116717,(INCIDENT POSITION NOT SPECIFIED),(STATION POSITION NOT SPECIFIED),480,180,240,0,300,4,3,2022,06:29:00,75.0%,0.0%
21072839,Atlanta,2022-04-13 18:41:00,Detailed description of the incident #21072839,Gas Related,F80C,30310,AFRD Station 17,Atlanta,30310,0.493587196,(INCIDENT POSITION NOT SPECIFIED),(STATION POSITION NOT SPECIFIED),540,300,240,0,300,13,4,2022,18:41:00,125.0%,0.0%
21071562,Atlanta,2022-04-08 12:50:00,Detailed description of the incident #21071562,Gas Related,F93,30310,AFRD Station 17,Atlanta,30310,0.38929184,(INCIDENT POSITION NOT SPECIFIED),(STATION POSITION NOT SPECIFIED),540,180,240,0,300,8,4,2022,12:50:00,75.0%,0.0%
21067661,Atlanta,2022-03-23 03:36:00,Detailed description of the incident #21067661,Gas Related,F93,30310,AFRD Station 17,Atlanta,30310,1.547285356,(INCIDENT POSITION NOT SPECIFIED),(STATION POSITION NOT SPECIFIED),540,360,240,0,300,23,3,2022,03:36:00,150.0%,0.0%
21090447,Atlanta,2022-06-13 16:05:00,Detailed description of the incident #21090447,Fire Related,F35,30310,AFRD Station 17,Atlanta,30310,2.120283653,(INCIDENT POSITION NOT SPECIFIED),(STATION POSITION NOT SPECIFIED),660,120,240,0,300,13,6,2022,16:05:00,50.0%,0.0%
21004284,Atlanta,2021-11-24 16:49:00,Detailed description of the incident #21004284,Gas Related,F93,30310,AFRD Station 17,Atlanta,30310,1.738005283,(INCIDENT POSITION NOT SPECIFIED),(STATION POSITION NOT SPECIFIED),780,240,240,0,300,24,11,2021,16:49:00,100.0%,0.0%
21081291,Atlanta,2022-05-22 11:13:00,Detailed description of the incident #21081291,Fire Related,F3A,30310,AFRD Station 17,Atlanta,30310,1.817972863,(INCIDENT POSITION NOT SPECIFIED),(STATION POSITION NOT SPECIFIED),900,240,240,0,300,22,5,2022,11:13:00,100.0%,0.0%
21045771,Atlanta,2022-01-03 20:01:00,Detailed description of the incident #21045771,Fire Related,F33B,30310,AFRD Station 20,Atlanta,30310,0.172392726,(INCIDENT POSITION NOT SPECIFIED),(STATION POSITION NOT SPECIFIED),0,120,240,0,300,3,1,2022,20:01:00,50.0%,0.0%
22006370,Atlanta,2022-07-30 02:12:00,Detailed description of the incident #22006370,Fire Related,F33G,30310,AFRD Station 20,Atlanta,30310,1.391074719,(INCIDENT POSITION NOT SPECIFIED),(STATION POSITION NOT SPECIFIED),0,60,240,0,300,30,7,2022,02:12:00,25.0%,0.0%
21007078,Atlanta,2021-12-05 03:14:00,Detailed description of the incident #21007078,Fire Related,F41F,30310,AFRD Station 20,Atlanta,30310,1.676764672,(INCIDENT POSITION NOT SPECIFIED),(STATION POSITION NOT SPECIFIED),0,240,240,0,300,5,12,2021,03:14:00,100.0%,0.0%
21056728,Atlanta,2022-02-10 14:53:00,Detailed description of the incident #21056728,Fire Related,F33B,30310,AFRD Station 20,Atlanta,30310,0.996506157,(INCIDENT POSITION NOT SPECIFIED),(STATION POSITION NOT SPECIFIED),60,120,240,0,300,10,2,2022,14:53:00,50.0%,0.0%
21073762,Atlanta,2022-04-17 16:23:00,Detailed description of the incident #21073762,Fire Related,F33G,30310,AFRD Station 20,Atlanta,30310,0.109096654,(INCIDENT POSITION NOT SPECIFIED),(STATION POSITION NOT SPECIFIED),60,120,240,0,300,17,4,2022,16:23:00,50.0%,0.0%
21090395,Atlanta,2022-06-13 10:36:00,Detailed description of the incident #21090395,Fire Related,F35,30310,AFRD Station 20,Atlanta,30310,1.420950776,(INCIDENT POSITION NOT SPECIFIED),(STATION POSITION NOT SPECIFIED),60,300,240,0,300,13,6,2022,10:36:00,125.0%,0.0%
21010907,Atlanta,2021-12-18 15:56:00,Detailed description of the incident #21010907,Fire Related,F33D,30310,AFRD Station 20,Atlanta,30310,1.526954068,(INCIDENT POSITION NOT SPECIFIED),(STATION POSITION NOT SPECIFIED),120,120,240,0,300,18,12,2021,15:56:00,50.0%,0.0%
22000856,Atlanta,2022-07-04 17:15:00,Detailed description of the incident #22000856,Fire Related,F33D,30310,AFRD Station 20,Atlanta,30310,0.351777096,(INCIDENT POSITION NOT SPECIFIED),(STATION POSITION NOT SPECIFIED),120,240,240,0,300,4,7,2022,17:15:00,100.0%,0.0%
21010214,Atlanta,2021-12-16 09:10:00,Detailed description of the incident #21010214,Fire Related,F3A,30310,AFRD Station 20,Atlanta,30310,0.449377604,(INCIDENT POSITION NOT SPECIFIED),(STATION POSITION NOT SPECIFIED),120,60,240,0,300,16,12,2021,09:10:00,25.0%,0.0%
21068577,Atlanta,2022-03-26 20:45:00,Detailed description of the incident #21068577,Fire Related,F3A,30310,AFRD Station 20,Atlanta,30310,0.771920155,(INCIDENT POSITION NOT SPECIFIED),(STATION POSITION NOT SPECIFIED),120,180,240,0,300,26,3,2022,20:45:00,75.0%,0.0%
21066740,Atlanta,2022-03-19 15:57:00,Detailed description of the incident #21066740,Gas Related,F93,30310,AFRD Station 20,Atlanta,30310,0.16481147,(INCIDENT POSITION NOT SPECIFIED),(STATION POSITION NOT SPECIFIED),120,180,240,0,300,19,3,2022,15:57:00,75.0%,0.0%
21068096,Atlanta,2022-03-24 18:57:00,Detailed description of the incident #21068096,Fire Related,F33G,30310,AFRD Station 20,Atlanta,30310,0.543940795,(INCIDENT POSITION NOT SPECIFIED),(STATION POSITION NOT SPECIFIED),180,120,240,0,300,24,3,2022,18:57:00,50.0%,0.0%
22002333,Atlanta,2022-07-10 20:28:00,Detailed description of the incident #22002333,Fire Related,F33HR,30310,AFRD Station 20,Atlanta,30310,1.574793208,(INCIDENT POSITION NOT SPECIFIED),(STATION POSITION NOT SPECIFIED),180,60,240,0,300,10,7,2022,20:28:00,25.0%,0.0%
21047327,Atlanta,2022-01-09 11:02:00,Detailed description of the incident #21047327,Fire Related,F3A,30310,AFRD Station 20,Atlanta,30310,0.687399878,(INCIDENT POSITION NOT SPECIFIED),(STATION POSITION NOT SPECIFIED),180,60,240,0,300,9,1,2022,11:02:00,25.0%,0.0%
21053533,Atlanta,2022-01-30 10:21:00,Detailed description of the incident #21053533,Fire Related,F3A,30310,AFRD Station 20,Atlanta,30310,0.404662629,(INCIDENT POSITION NOT SPECIFIED),(STATION POSITION NOT SPECIFIED),180,180,240,0,300,30,1,2022,10:21:00,75.0%,0.0%
21060409,Atlanta,2022-02-22 19:09:00,Detailed description of the incident #21060409,Fire Related,F35,30310,AFRD Station 20,Atlanta,30310,0.573711864,(INCIDENT POSITION NOT SPECIFIED),(STATION POSITION NOT SPECIFIED),240,120,240,0,300,22,2,2022,19:09:00,50.0%,0.0%
21077622,Atlanta,2022-05-05 06:17:00,Detailed description of the incident #21077622,Fire Related,F3A,30310,AFRD Station 20,Atlanta,30310,0.449377604,(INCIDENT POSITION NOT SPECIFIED),(STATION POSITION NOT SPECIFIED),240,60,240,0,300,5,5,2022,06:17:00,25.0%,0.0%
21076328,Atlanta,2022-04-29 12:09:00,Detailed description of the incident #21076328,Fire Related,F3A,30310,AFRD Station 20,Atlanta,30310,0.454506985,(INCIDENT POSITION NOT SPECIFIED),(STATION POSITION NOT SPECIFIED),240,60,240,0,300,29,4,2022,12:09:00,25.0%,0.0%
21090498,Atlanta,2022-06-13 19:02:00,Detailed description of the incident #21090498,Fire Related,F3A,30310,AFRD Station 20,Atlanta,30310,1.205961126,(INCIDENT POSITION NOT SPECIFIED),(STATION POSITION NOT SPECIFIED),240,120,240,0,300,13,6,2022,19:02:00,50.0%,0.0%
21089974,Atlanta,2022-06-11 12:58:00,Detailed description of the incident #21089974,Gas Related,F93,30310,AFRD Station 20,Atlanta,30310,0.44816012,(INCIDENT POSITION NOT SPECIFIED),(STATION POSITION NOT SPECIFIED),240,60,240,0,300,11,6,2022,12:58:00,25.0%,0.0%
21050876,Atlanta,2022-01-21 15:19:00,Detailed description of the incident #21050876,Fire Related,F35,30310,AFRD Station 20,Atlanta,30310,0.530481253,(INCIDENT POSITION NOT SPECIFIED),(STATION POSITION NOT SPECIFIED),300,60,240,0,300,21,1,2022,15:19:00,25.0%,0.0%
21048165,Atlanta,2022-01-12 15:37:00,Detailed description of the incident #21048165,Fire Related,F3A,30310,AFRD Station 20,Atlanta,30310,0.550032077,(INCIDENT POSITION NOT SPECIFIED),(STATION POSITION NOT SPECIFIED),300,60,240,0,300,12,1,2022,15:37:00,25.0%,0.0%
21059278,Atlanta,2022-02-18 19:20:00,Detailed description of the incident #21059278,Fire Related,F3A,30310,AFRD Station 20,Atlanta,30310,1.574793208,(INCIDENT POSITION NOT SPECIFIED),(STATION POSITION NOT SPECIFIED),300,60,240,0,300,18,2,2022,19:20:00,25.0%,0.0%
21001782,Atlanta,2021-11-14 19:19:00,Detailed description of the incident #21001782,Fire Related,F34,30310,AFRD Station 20,Atlanta,30310,0.762027138,(INCIDENT POSITION NOT SPECIFIED),(STATION POSITION NOT SPECIFIED),360,180,240,0,300,14,11,2021,19:19:00,75.0%,0.0%
21048882,Atlanta,2022-01-14 22:15:00,Detailed description of the incident #21048882,Fire Related,F34,30310,AFRD Station 20,Atlanta,30310,1.087900714,(INCIDENT POSITION NOT SPECIFIED),(STATION POSITION NOT SPECIFIED),420,180,240,0,300,14,1,2022,22:15:00,75.0%,0.0%
21093576,Atlanta,2022-06-27 18:17:00,Detailed description of the incident #21093576,Fire Related,F3A,30310,AFRD Station 20,Atlanta,30310,0.717858605,(INCIDENT POSITION NOT SPECIFIED),(STATION POSITION NOT SPECIFIED),420,0,240,0,300,27,6,2022,18:17:00,0.0%,0.0%
22003816,Atlanta,2022-07-17 01:34:00,Detailed description of the incident #22003816,Fire Related,F3A,30310,AFRD Station 20,Atlanta,30310,0.545821486,(INCIDENT POSITION NOT SPECIFIED),(STATION POSITION NOT SPECIFIED),420,120,240,0,300,17,7,2022,01:34:00,50.0%,0.0%
21090146,Atlanta,2022-06-12 02:31:00,Detailed description of the incident #21090146,Fire Related,F3A,30310,AFRD Station 20,Atlanta,30310,0.545821486,(INCIDENT POSITION NOT SPECIFIED),(STATION POSITION NOT SPECIFIED),480,60,240,0,300,12,6,2022,02:31:00,25.0%,0.0%
21093279,Atlanta,2022-06-26 12:43:00,Detailed description of the incident #21093279,Fire Related,F3A,30310,AFRD Station 20,Atlanta,30310,0.771920155,(INCIDENT POSITION NOT SPECIFIED),(STATION POSITION NOT SPECIFIED),480,300,240,0,300,26,6,2022,12:43:00,125.0%,0.0%
21061526,Atlanta,2022-02-26 20:14:00,Detailed description of the incident #21061526,Fire Related,F3A,30310,AFRD Station 20,Atlanta,30310,1.574793208,(INCIDENT POSITION NOT SPECIFIED),(STATION POSITION NOT SPECIFIED),540,240,240,0,300,26,2,2022,20:14:00,100.0%,0.0%
21076552,Atlanta,2022-04-30 08:20:00,Detailed description of the incident #21076552,Fire Related,F33B,30310,AFRD Station 7,Atlanta,30310,0.140628072,(INCIDENT POSITION NOT SPECIFIED),(STATION POSITION NOT SPECIFIED),0,180,240,0,300,30,4,2022,08:20:00,75.0%,0.0%
21004504,Atlanta,2021-11-25 14:43:00,Detailed description of the incident #21004504,Fire Related,F35,30310,AFRD Station 7,Atlanta,30310,0.371828141,(INCIDENT POSITION NOT SPECIFIED),(STATION POSITION NOT SPECIFIED),0,0,240,0,300,25,11,2021,14:43:00,0.0%,0.0%
21091099,Atlanta,2022-06-16 16:46:00,Detailed description of the incident #21091099,Fire Related,F41F,30310,AFRD Station 7,Atlanta,30310,0.847964222,(INCIDENT POSITION NOT SPECIFIED),(STATION POSITION NOT SPECIFIED),0,120,240,0,300,16,6,2022,16:46:00,50.0%,0.0%
22003391,Atlanta,2022-07-15 11:38:00,Detailed description of the incident #22003391,Gas Related,F93,30310,AFRD Station 7,Atlanta,30310,0.317346623,(INCIDENT POSITION NOT SPECIFIED),(STATION POSITION NOT SPECIFIED),0,180,240,0,300,15,7,2022,11:38:00,75.0%,0.0%
21004598,Atlanta,2021-11-25 21:39:00,Detailed description of the incident #21004598,Fire Related,F33D,30310,AFRD Station 7,Atlanta,30310,0.417690472,(INCIDENT POSITION NOT SPECIFIED),(STATION POSITION NOT SPECIFIED),60,0,240,0,300,25,11,2021,21:39:00,0.0%,0.0%
21051217,Atlanta,2022-01-22 16:26:00,Detailed description of the incident #21051217,Fire Related,F3A,30310,AFRD Station 7,Atlanta,30310,0.64175288,(INCIDENT POSITION NOT SPECIFIED),(STATION POSITION NOT SPECIFIED),60,60,240,0,300,22,1,2022,16:26:00,25.0%,0.0%
21077941,Atlanta,2022-05-06 16:34:00,Detailed description of the incident #21077941,Fire Related,F3A,30310,AFRD Station 7,Atlanta,30310,0.737828221,(INCIDENT POSITION NOT SPECIFIED),(STATION POSITION NOT SPECIFIED),60,120,240,0,300,6,5,2022,16:34:00,50.0%,0.0%
21057435,Atlanta,2022-02-12 20:14:00,Detailed description of the incident #21057435,Fire Related,F3A,30310,AFRD Station 7,Atlanta,30310,0.75388577,(INCIDENT POSITION NOT SPECIFIED),(STATION POSITION NOT SPECIFIED),60,120,240,0,300,12,2,2022,20:14:00,50.0%,0.0%
21076070,Atlanta,2022-04-28 10:11:00,Detailed description of the incident #21076070,Fire Related,F3A,30310,AFRD Station 7,Atlanta,30310,0.56655954,(INCIDENT POSITION NOT SPECIFIED),(STATION POSITION NOT SPECIFIED),60,120,240,0,300,28,4,2022,10:11:00,50.0%,0.0%
21069696,Atlanta,2022-03-31 22:00:00,Detailed description of the incident #21069696,Fire Related,F33B,30310,AFRD Station 7,Atlanta,30310,0.934789044,(INCIDENT POSITION NOT SPECIFIED),(STATION POSITION NOT SPECIFIED),120,60,240,0,300,31,3,2022,22:00:00,25.0%,0.0%
21072929,Atlanta,2022-04-14 08:29:00,Detailed description of the incident #21072929,Fire Related,F33B,30310,AFRD Station 7,Atlanta,30310,0.644299874,(INCIDENT POSITION NOT SPECIFIED),(STATION POSITION NOT SPECIFIED),120,120,240,0,300,14,4,2022,08:29:00,50.0%,0.0%
21043405,Atlanta,2021-12-26 10:03:00,Detailed description of the incident #21043405,Fire Related,F33B,30310,AFRD Station 7,Atlanta,30310,0.92557132,(INCIDENT POSITION NOT SPECIFIED),(STATION POSITION NOT SPECIFIED),120,120,240,0,300,26,12,2021,10:03:00,50.0%,0.0%
21069222,Atlanta,2022-03-29 20:11:00,Detailed description of the incident #21069222,Fire Related,F33HR,30310,AFRD Station 7,Atlanta,30310,0.864383307,(INCIDENT POSITION NOT SPECIFIED),(STATION POSITION NOT SPECIFIED),120,300,240,0,300,29,3,2022,20:11:00,125.0%,0.0%
21064565,Atlanta,2022-03-10 19:46:00,Detailed description of the incident #21064565,Fire Related,F3A,30310,AFRD Station 7,Atlanta,30310,0.75388577,(INCIDENT POSITION NOT SPECIFIED),(STATION POSITION NOT SPECIFIED),120,60,240,0,300,10,3,2022,19:46:00,25.0%,0.0%
21057380,Atlanta,2022-02-12 17:26:00,Detailed description of the incident #21057380,Fire Related,F3A,30310,AFRD Station 7,Atlanta,30310,0.472410037,(INCIDENT POSITION NOT SPECIFIED),(STATION POSITION NOT SPECIFIED),120,60,240,0,300,12,2,2022,17:26:00,25.0%,0.0%
21071519,Atlanta,2022-04-08 10:02:00,Detailed description of the incident #21071519,Fire Related,F33D,30310,AFRD Station 7,Atlanta,30310,0.533436755,(INCIDENT POSITION NOT SPECIFIED),(STATION POSITION NOT SPECIFIED),180,60,240,0,300,8,4,2022,10:02:00,25.0%,0.0%
21073951,Atlanta,2022-04-18 13:26:00,Detailed description of the incident #21073951,Fire Related,F33D,30310,AFRD Station 7,Atlanta,30310,0.618242121,(INCIDENT POSITION NOT SPECIFIED),(STATION POSITION NOT SPECIFIED),180,120,240,0,300,18,4,2022,13:26:00,50.0%,0.0%
21003246,Atlanta,2021-11-20 19:02:00,Detailed description of the incident #21003246,Fire Related,F34,30310,AFRD Station 7,Atlanta,30310,0.254870778,(INCIDENT POSITION NOT SPECIFIED),(STATION POSITION NOT SPECIFIED),180,60,240,0,300,20,11,2021,19:02:00,25.0%,0.0%
21073473,Atlanta,2022-04-16 13:19:00,Detailed description of the incident #21073473,Fire Related,F3A,30310,AFRD Station 7,Atlanta,30310,0.472817677,(INCIDENT POSITION NOT SPECIFIED),(STATION POSITION NOT SPECIFIED),180,60,240,0,300,16,4,2022,13:19:00,25.0%,0.0%
21092067,Atlanta,2022-06-20 16:44:00,Detailed description of the incident #21092067,Fire Related,F3A,30310,AFRD Station 7,Atlanta,30310,0.64175288,(INCIDENT POSITION NOT SPECIFIED),(STATION POSITION NOT SPECIFIED),180,60,240,0,300,20,6,2022,16:44:00,25.0%,0.0%
22004278,Atlanta,2022-07-19 09:39:00,Detailed description of the incident #22004278,Fire Related,F3A,30310,AFRD Station 7,Atlanta,30310,0.56655954,(INCIDENT POSITION NOT SPECIFIED),(STATION POSITION NOT SPECIFIED),180,60,240,0,300,19,7,2022,09:39:00,25.0%,0.0%
21002770,Atlanta,2021-11-19 02:34:00,Detailed description of the incident #21002770,Fire Related,F3A,30310,AFRD Station 7,Atlanta,30310,0.148329137,(INCIDENT POSITION NOT SPECIFIED),(STATION POSITION NOT SPECIFIED),180,120,240,0,300,19,11,2021,02:34:00,50.0%,0.0%
21046878,Atlanta,2022-01-07 22:07:00,Detailed description of the incident #21046878,Fire Related,F3A,30310,AFRD Station 7,Atlanta,30310,0.64175288,(INCIDENT POSITION NOT SPECIFIED),(STATION POSITION NOT SPECIFIED),180,120,240,0,300,7,1,2022,22:07:00,50.0%,0.0%
21088762,Atlanta,2022-06-05 22:07:00,Detailed description of the incident #21088762,Fire Related,F3A,30310,AFRD Station 7,Atlanta,30310,0.864383307,(INCIDENT POSITION NOT SPECIFIED),(STATION POSITION NOT SPECIFIED),180,120,240,0,300,5,6,2022,22:07:00,50.0%,0.0%
21004789,Atlanta,2021-11-26 14:45:00,Detailed description of the incident #21004789,Fire Related,F3A,30310,AFRD Station 7,Atlanta,30310,0.717140574,(INCIDENT POSITION NOT SPECIFIED),(STATION POSITION NOT SPECIFIED),180,120,240,0,300,26,11,2021,14:45:00,50.0%,0.0%
21044839,Atlanta,2021-12-31 22:03:00,Detailed description of the incident #21044839,Fire Related,F33A,30310,AFRD Station 7,Atlanta,30310,0.531019435,(INCIDENT POSITION NOT SPECIFIED),(STATION POSITION NOT SPECIFIED),240,60,240,0,300,31,12,2021,22:03:00,25.0%,0.0%
