Country,Incident #,Incident City,Incident Date,Incident Description,Incident Type,Incident Type Code,Incident ZipCode,State,Station,Station City,Station ZipCode,Distance,Incident Position,Station Position,Time to Arrival (s),Time to Dispatch (s),Time to Dispatch Target (s),Time to En Route (s),Time to En Route Target (s)
United States,21089919,Atlanta,6/11/2022 8:34:00 AM,Detailed description of the incident #21089919,grass/brush fire/outside burning,F35,30306,GA,AFRD Station 19,Atlanta,30306,1.040369451,Point,Point,300,180,240,60,300
United States,22005664,Atlanta,7/26/2022 11:00:00 AM,Detailed description of the incident #22005664,fire alarm (assembly),F3A,30306,GA,AFRD Station 19,Atlanta,30306,0.830582992,Point,Point,300,0,240,60,300
United States,21045082,Atlanta,1/1/2022 6:40:00 PM,Detailed description of the incident #21045082,fire alarm (assembly),F3A,30306,GA,AFRD Station 19,Atlanta,30306,0.704390265,Point,Point,300,0,240,60,300
United States,22002766,Atlanta,7/12/2022 5:52:00 PM,Detailed description of the incident #22002766,fire alarm (assembly),F3A,30306,GA,AFRD Station 19,Atlanta,30306,0.661829651,Point,Point,300,60,240,60,300
United States,21000526,Atlanta,11/9/2021 1:44:00 PM,Detailed description of the incident #21000526,fire alarm (assembly),F3A,30306,GA,AFRD Station 19,Atlanta,30306,0.646249442,Point,Point,300,60,240,60,300
United States,21068795,Atlanta,3/27/2022 9:53:00 PM,Detailed description of the incident #21068795,fire alarm (assembly),F3A,30306,GA,AFRD Station 19,Atlanta,30306,0.331035400,Point,Point,300,60,240,60,300
United States,21049601,Atlanta,1/17/2022 11:54:00 AM,Detailed description of the incident #21049601,fire alarm (assembly),F3A,30306,GA,AFRD Station 19,Atlanta,30306,0.436060740,Point,Point,300,60,240,60,300
United States,21068784,Atlanta,3/27/2022 8:44:00 PM,Detailed description of the incident #21068784,fire alarm (assembly),F3A,30306,GA,AFRD Station 19,Atlanta,30306,0.721891760,Point,Point,300,60,240,60,300
United States,21071169,Atlanta,4/6/2022 7:22:00 PM,Detailed description of the incident #21071169,fire alarm (assembly),F3A,30306,GA,AFRD Station 19,Atlanta,30306,0.711037430,Point,Point,300,60,240,60,300
United States,21009546,Atlanta,12/13/2021 5:42:00 PM,Detailed description of the incident #21009546,fire alarm (assembly),F3A,30306,GA,AFRD Station 19,Atlanta,30306,0.622966420,Point,Point,300,60,240,60,300
United States,21068666,Atlanta,3/27/2022 8:08:00 AM,Detailed description of the incident #21068666,fire alarm (assembly),F3A,30306,GA,AFRD Station 19,Atlanta,30306,0.706782830,Point,Point,300,60,240,60,300
United States,21057985,Atlanta,2/14/2022 3:41:00 PM,Detailed description of the incident #21057985,fire alarm (assembly),F3A,30306,GA,AFRD Station 19,Atlanta,30306,1.255862622,Point,Point,300,120,240,60,300
United States,21093391,Atlanta,6/26/2022 10:07:00 PM,Detailed description of the incident #21093391,fire alarm (assembly),F3A,30306,GA,AFRD Station 19,Atlanta,30306,0.960687459,Point,Point,300,120,240,60,300
United States,21009329,Atlanta,12/12/2021 11:41:00 PM,Detailed description of the incident #21009329,fire alarm (assembly),F3A,30306,GA,AFRD Station 19,Atlanta,30306,1.032867032,Point,Point,300,360,240,60,300
United States,21066576,Atlanta,3/18/2022 9:28:00 PM,Detailed description of the incident #21066576,odor of gas/smoke or unknown,F93,30306,GA,AFRD Station 19,Atlanta,30306,0.418217443,Point,Point,300,120,240,60,300
United States,21066846,Atlanta,3/19/2022 11:26:00 PM,Detailed description of the incident #21066846,odor of gas/smoke or unknown,F93,30306,GA,AFRD Station 19,Atlanta,30306,0.803528563,Point,Point,300,120,240,60,300
United States,21050040,Atlanta,1/18/2022 7:06:00 PM,Detailed description of the incident #21050040,odor of gas/smoke or unknown,F93,30306,GA,AFRD Station 19,Atlanta,30306,1.134793383,Point,Point,300,120,240,60,300
United States,21069633,Atlanta,3/31/2022 3:48:00 PM,Detailed description of the incident #21069633,odor of gas/smoke or unknown,F93,30306,GA,AFRD Station 19,Atlanta,30306,0.497452821,Point,Point,300,180,240,60,300
United States,21063519,Atlanta,3/6/2022 4:57:00 PM,Detailed description of the incident #21063519,fire (dwelling) (city only),F33D,30306,GA,AFRD Station 19,Atlanta,30306,0.953980214,Point,Point,360,60,240,60,300
United States,21075348,Atlanta,4/24/2022 9:58:00 PM,Detailed description of the incident #21075348,grass/brush fire/outside burning,F35,30306,GA,AFRD Station 19,Atlanta,30306,1.126487692,Point,Point,360,60,240,60,300
United States,21011528,Atlanta,12/20/2021 2:30:00 PM,Detailed description of the incident #21011528,fire alarm (assembly),F3A,30306,GA,AFRD Station 19,Atlanta,30306,0.573282358,Point,Point,360,0,240,60,300
United States,21044543,Atlanta,12/30/2021 5:41:00 PM,Detailed description of the incident #21044543,fire alarm (assembly),F3A,30306,GA,AFRD Station 19,Atlanta,30306,0.435833779,Point,Point,360,0,240,60,300
United States,22004147,Atlanta,7/18/2022 1:33:00 PM,Detailed description of the incident #22004147,fire alarm (assembly),F3A,30306,GA,AFRD Station 19,Atlanta,30306,0.807268571,Point,Point,360,60,240,60,300
United States,21064946,Atlanta,3/12/2022 1:53:00 PM,Detailed description of the incident #21064946,fire alarm (assembly),F3A,30306,GA,AFRD Station 19,Atlanta,30306,0.661829651,Point,Point,360,60,240,60,300
United States,21092860,Atlanta,6/24/2022 8:00:00 AM,Detailed description of the incident #21092860,fire alarm (assembly),F3A,30306,GA,AFRD Station 19,Atlanta,30306,1.068137307,Point,Point,360,60,240,60,300
United States,22001084,Atlanta,7/5/2022 2:08:00 PM,Detailed description of the incident #22001084,fire alarm (assembly),F3A,30306,GA,AFRD Station 19,Atlanta,30306,1.068137307,Point,Point,360,60,240,60,300
United States,21050350,Atlanta,1/19/2022 10:43:00 PM,Detailed description of the incident #21050350,fire alarm (assembly),F3A,30306,GA,AFRD Station 19,Atlanta,30306,1.127945915,Point,Point,360,60,240,60,300
United States,21075236,Atlanta,4/24/2022 10:14:00 AM,Detailed description of the incident #21075236,fire alarm (assembly),F3A,30306,GA,AFRD Station 19,Atlanta,30306,0.503597132,Point,Point,360,120,240,60,300
United States,21010440,Atlanta,12/17/2021 1:03:00 AM,Detailed description of the incident #21010440,fire alarm (assembly),F3A,30306,GA,AFRD Station 19,Atlanta,30306,0.621920357,Point,Point,360,120,240,60,300
United States,21069686,Atlanta,3/31/2022 8:17:00 PM,Detailed description of the incident #21069686,fire alarm (assembly),F3A,30306,GA,AFRD Station 19,Atlanta,30306,0.759646272,Point,Point,360,120,240,60,300
United States,21052981,Atlanta,1/28/2022 3:08:00 PM,Detailed description of the incident #21052981,fire alarm (assembly),F3A,30306,GA,AFRD Station 19,Atlanta,30306,0.981331867,Point,Point,360,120,240,60,300
United States,21009675,Atlanta,12/14/2021 8:56:00 AM,Detailed description of the incident #21009675,fire alarm (assembly),F3A,30306,GA,AFRD Station 19,Atlanta,30306,0.605892190,Point,Point,360,180,240,60,300
United States,21069676,Atlanta,3/31/2022 7:20:00 PM,Detailed description of the incident #21069676,fire alarm (assembly),F3A,30306,GA,AFRD Station 19,Atlanta,30306,0.443275066,Point,Point,360,180,240,60,300
United States,21092798,Atlanta,6/23/2022 10:50:00 PM,Detailed description of the incident #21092798,fire alarm (assembly),F3A,30306,GA,AFRD Station 19,Atlanta,30306,1.070845013,Point,Point,360,240,240,60,300
United States,22001941,Atlanta,7/9/2022 2:16:00 AM,Detailed description of the incident #22001941,fire alarm (assembly),F3A,30306,GA,AFRD Station 19,Atlanta,30306,0.757515004,Point,Point,360,360,240,60,300
United States,21043794,Atlanta,12/27/2021 9:33:00 PM,Detailed description of the incident #21043794,odor of gas/smoke or unknown,F93,30306,GA,AFRD Station 19,Atlanta,30306,0.774808909,Point,Point,360,0,240,60,300
United States,21053306,Atlanta,1/29/2022 5:15:00 PM,Detailed description of the incident #21053306,odor of gas/smoke or unknown,F93,30306,GA,AFRD Station 19,Atlanta,30306,0.652586416,Point,Point,360,60,240,60,300
United States,21091853,Atlanta,6/19/2022 5:11:00 PM,Detailed description of the incident #21091853,odor of gas/smoke or unknown,F93,30306,GA,AFRD Station 19,Atlanta,30306,0.740737071,Point,Point,360,60,240,60,300
United States,21006171,Atlanta,12/1/2021 8:24:00 PM,Detailed description of the incident #21006171,odor of gas/smoke or unknown,F93,30306,GA,AFRD Station 19,Atlanta,30306,1.050337020,Point,Point,360,120,240,60,300
United States,21088491,Atlanta,6/4/2022 5:52:00 PM,Detailed description of the incident #21088491,odor of gas/smoke or unknown,F93,30306,GA,AFRD Station 19,Atlanta,30306,0.670928239,Point,Point,360,240,240,60,300
United States,21043857,Atlanta,12/28/2021 3:58:00 AM,Detailed description of the incident #21043857,grass/brush fire/outside burning,F35,30306,GA,AFRD Station 19,Atlanta,30306,0.462849831,Point,Point,420,60,240,60,300
United States,22005849,Atlanta,7/27/2022 12:43:00 PM,Detailed description of the incident #22005849,grass/brush fire/outside burning,F35,30306,GA,AFRD Station 19,Atlanta,30306,0.729594222,Point,Point,420,60,240,60,300
United States,21073477,Atlanta,4/16/2022 1:42:00 PM,Detailed description of the incident #21073477,fire alarm (assembly),F3A,30306,GA,AFRD Station 19,Atlanta,30306,0.821559760,Point,Point,420,0,240,60,300
United States,21050977,Atlanta,1/21/2022 10:14:00 PM,Detailed description of the incident #21050977,fire alarm (assembly),F3A,30306,GA,AFRD Station 19,Atlanta,30306,0.956261838,Point,Point,420,0,240,60,300
United States,21051029,Atlanta,1/22/2022 1:22:00 AM,Detailed description of the incident #21051029,fire alarm (assembly),F3A,30306,GA,AFRD Station 19,Atlanta,30306,0.593697129,Point,Point,420,60,240,60,300
United States,22002310,Atlanta,7/10/2022 7:21:00 PM,Detailed description of the incident #22002310,fire alarm (assembly),F3A,30306,GA,AFRD Station 19,Atlanta,30306,0.661829651,Point,Point,420,60,240,60,300
United States,21065326,Atlanta,3/14/2022 6:59:00 AM,Detailed description of the incident #21065326,fire alarm (assembly),F3A,30306,GA,AFRD Station 19,Atlanta,30306,1.060339006,Point,Point,420,60,240,60,300
United States,21094688,Atlanta,7/1/2022 8:56:00 PM,Detailed description of the incident #21094688,fire alarm (assembly),F3A,30306,GA,AFRD Station 19,Atlanta,30306,1.127945915,Point,Point,420,60,240,60,300
United States,21071534,Atlanta,4/8/2022 10:59:00 AM,Detailed description of the incident #21071534,fire alarm (assembly),F3A,30306,GA,AFRD Station 19,Atlanta,30306,0.882590543,Point,Point,420,60,240,60,300
United States,21078928,Atlanta,5/11/2022 4:34:00 PM,Detailed description of the incident #21078928,fire alarm (assembly),F3A,30306,GA,AFRD Station 19,Atlanta,30306,1.179869467,Point,Point,420,120,240,60,300
United States,21075184,Atlanta,4/24/2022 2:46:00 AM,Detailed description of the incident #21075184,fire alarm (assembly),F3A,30306,GA,AFRD Station 19,Atlanta,30306,0.956261838,Point,Point,420,120,240,60,300
United States,22000819,Atlanta,7/4/2022 3:13:00 PM,Detailed description of the incident #22000819,fire alarm (assembly),F3A,30306,GA,AFRD Station 19,Atlanta,30306,0.916312620,Point,Point,420,120,240,60,300
United States,22001686,Atlanta,7/7/2022 11:13:00 PM,Detailed description of the incident #22001686,odor of gas/smoke or unknown,F93,30306,GA,AFRD Station 19,Atlanta,30306,1.007157096,Point,Point,420,60,240,60,300
United States,22002342,Atlanta,7/10/2022 8:44:00 PM,Detailed description of the incident #22002342,odor of gas/smoke or unknown,F93,30306,GA,AFRD Station 19,Atlanta,30306,0.534724232,Point,Point,420,240,240,60,300
United States,21010921,Atlanta,12/18/2021 4:38:00 PM,Detailed description of the incident #21010921,fire (dwelling) (city only),F33D,30306,GA,AFRD Station 19,Atlanta,30306,0.839963930,Point,Point,480,60,240,60,300
United States,21078940,Atlanta,5/11/2022 5:43:00 PM,Detailed description of the incident #21078940,fire alarm (assembly),F3A,30306,GA,AFRD Station 19,Atlanta,30306,1.179869467,Point,Point,480,60,240,60,300
United States,22001190,Atlanta,7/5/2022 10:20:00 PM,Detailed description of the incident #22001190,fire alarm (assembly),F3A,30306,GA,AFRD Station 19,Atlanta,30306,0.333345244,Point,Point,480,120,240,60,300
United States,21056788,Atlanta,2/10/2022 6:32:00 PM,Detailed description of the incident #21056788,fire alarm (assembly),F3A,30306,GA,AFRD Station 19,Atlanta,30306,1.035843297,Point,Point,480,180,240,60,300
United States,22004134,Atlanta,7/18/2022 12:19:00 PM,Detailed description of the incident #22004134,odor of gas/smoke or unknown,F93,30306,GA,AFRD Station 19,Atlanta,30306,0.681106650,Point,Point,480,120,240,60,300
United States,21076311,Atlanta,4/29/2022 10:40:00 AM,Detailed description of the incident #21076311,odor of gas/smoke or unknown,F93,30306,GA,AFRD Station 19,Atlanta,30306,0.660526446,Point,Point,480,240,240,60,300
United States,21093332,Atlanta,6/26/2022 4:42:00 PM,Detailed description of the incident #21093332,odor of gas/smoke or unknown,F93,30306,GA,AFRD Station 19,Atlanta,30306,1.008555098,Point,Point,480,2040,240,60,300
United States,21078184,Atlanta,5/7/2022 7:31:00 PM,Detailed description of the incident #21078184,fire alarm (assembly),F3A,30306,GA,AFRD Station 19,Atlanta,30306,0.228453485,Point,Point,540,0,240,60,300
United States,21081314,Atlanta,5/22/2022 2:32:00 PM,Detailed description of the incident #21081314,fire alarm (assembly),F3A,30306,GA,AFRD Station 19,Atlanta,30306,0.207334984,Point,Point,540,60,240,60,300
United States,21093009,Atlanta,6/25/2022 12:48:00 AM,Detailed description of the incident #21093009,fire alarm (assembly),F3A,30306,GA,AFRD Station 19,Atlanta,30306,1.050337020,Point,Point,540,60,240,60,300
United States,21075648,Atlanta,4/26/2022 8:46:00 AM,Detailed description of the incident #21075648,fire alarm (assembly),F3A,30306,GA,AFRD Station 19,Atlanta,30306,0.652586416,Point,Point,540,60,240,60,300
United States,21092968,Atlanta,6/24/2022 8:54:00 PM,Detailed description of the incident #21092968,fire alarm (assembly),F3A,30306,GA,AFRD Station 19,Atlanta,30306,1.068137307,Point,Point,540,60,240,60,300
United States,21076438,Atlanta,4/29/2022 10:37:00 PM,Detailed description of the incident #21076438,odor of gas/smoke or unknown,F93,30306,GA,AFRD Station 19,Atlanta,30306,0.780164260,Point,Point,540,120,240,60,300
United States,21079001,Atlanta,5/11/2022 10:09:00 PM,Detailed description of the incident #21079001,odor of gas/smoke or unknown,F93,30306,GA,AFRD Station 19,Atlanta,30306,0.369537111,Point,Point,540,300,240,60,300
United States,21075167,Atlanta,4/24/2022 1:34:00 AM,Detailed description of the incident #21075167,fire alarm (assembly),F3A,30306,GA,AFRD Station 19,Atlanta,30306,0.317168534,Point,Point,600,60,240,60,300
United States,22002227,Atlanta,7/10/2022 1:06:00 PM,Detailed description of the incident #22002227,fire alarm (assembly),F3A,30306,GA,AFRD Station 19,Atlanta,30306,0.631938278,Point,Point,600,60,240,60,300
United States,21076589,Atlanta,4/30/2022 11:58:00 AM,Detailed description of the incident #21076589,fire alarm (assembly),F3A,30306,GA,AFRD Station 19,Atlanta,30306,0.688611442,Point,Point,600,180,240,60,300
United States,21076170,Atlanta,4/28/2022 6:27:00 PM,Detailed description of the incident #21076170,fire alarm (assembly),F3A,30306,GA,AFRD Station 19,Atlanta,30306,0.627173598,Point,Point,600,240,240,60,300
United States,21075958,Atlanta,4/27/2022 6:04:00 PM,Detailed description of the incident #21075958,odor of gas/smoke or unknown,F93,30306,GA,AFRD Station 19,Atlanta,30306,0.950556222,Point,Point,660,60,240,60,300
United States,21080905,Atlanta,5/20/2022 6:07:00 PM,Detailed description of the incident #21080905,odor of gas/smoke or unknown,F93,30306,GA,AFRD Station 19,Atlanta,30306,0.454230112,Point,Point,780,120,240,60,300
United States,21066861,Atlanta,3/20/2022 12:29:00 AM,Detailed description of the incident #21066861,odor of gas/smoke or unknown,F93,30306,GA,AFRD Station 19,Atlanta,30306,0.928609378,Point,Point,1080,300,240,60,300
United States,21073228,Atlanta,4/15/2022 11:23:00 AM,Detailed description of the incident #21073228,fire alarm (assembly),F3A,30306,GA,AFRD Station 19,Atlanta,30306,0.509407949,Point,Point,1140,180,240,60,300
United States,21043735,Atlanta,12/27/2021 4:20:00 PM,Detailed description of the incident #21043735,fire alarm (assembly),F3A,30307,GA,AFRD Station 12,Atlanta,30307,0.292390224,Point,Point,60,0,240,60,300
United States,21075101,Atlanta,4/23/2022 7:38:00 PM,Detailed description of the incident #21075101,odor of gas/smoke or unknown,F93,30307,GA,AFRD Station 12,Atlanta,30307,0.508354951,Point,Point,60,120,240,60,300
United States,21076237,Atlanta,4/29/2022 1:53:00 AM,Detailed description of the incident #21076237,fire (business),F33B,30307,GA,AFRD Station 12,Atlanta,30307,0.417773504,Point,Point,120,120,240,60,300
United States,21078825,Atlanta,5/11/2022 8:16:00 AM,Detailed description of the incident #21078825,fire (dwelling) (city only),F33D,30307,GA,AFRD Station 12,Atlanta,30307,0.547073155,Point,Point,120,120,240,60,300
United States,21005938,Atlanta,11/30/2021 11:15:00 PM,Detailed description of the incident #21005938,fire (garbage/trash/dumpster),F33G,30307,GA,AFRD Station 12,Atlanta,30307,0.379068944,Point,Point,120,180,240,60,300
United States,21052211,Atlanta,1/25/2022 8:25:00 PM,Detailed description of the incident #21052211,grass/brush fire/outside burning,F35,30307,GA,AFRD Station 12,Atlanta,30307,0.364124587,Point,Point,120,360,240,60,300
United States,21004849,Atlanta,11/26/2021 7:31:00 PM,Detailed description of the incident #21004849,fire alarm (assembly),F3A,30307,GA,AFRD Station 12,Atlanta,30307,0.538995351,Point,Point,120,60,240,60,300
United States,21074564,Atlanta,4/21/2022 12:41:00 PM,Detailed description of the incident #21074564,fire alarm (assembly),F3A,30307,GA,AFRD Station 12,Atlanta,30307,0.387854683,Point,Point,120,60,240,60,300
United States,21006274,Atlanta,12/2/2021 10:02:00 AM,Detailed description of the incident #21006274,fire alarm (assembly),F3A,30307,GA,AFRD Station 12,Atlanta,30307,0.292390224,Point,Point,120,60,240,60,300
United States,21073049,Atlanta,4/14/2022 6:17:00 PM,Detailed description of the incident #21073049,fire alarm (assembly),F3A,30307,GA,AFRD Station 12,Atlanta,30307,0.300641576,Point,Point,120,60,240,60,300
United States,21065175,Atlanta,3/13/2022 1:21:00 PM,Detailed description of the incident #21065175,fire alarm (assembly),F3A,30307,GA,AFRD Station 12,Atlanta,30307,0.379068944,Point,Point,120,120,240,60,300
United States,21061274,Atlanta,2/25/2022 6:58:00 PM,Detailed description of the incident #21061274,fire alarm (assembly),F3A,30307,GA,AFRD Station 12,Atlanta,30307,0.279049170,Point,Point,120,180,240,60,300
United States,21042125,Atlanta,12/21/2021 6:35:00 PM,Detailed description of the incident #21042125,fire (dwelling) (city only),F33D,30307,GA,AFRD Station 12,Atlanta,30307,0.864676048,Point,Point,180,60,240,60,300
United States,21066307,Atlanta,3/17/2022 7:24:00 PM,Detailed description of the incident #21066307,grass/brush fire/outside burning,F35,30307,GA,AFRD Station 12,Atlanta,30307,0.527184947,Point,Point,180,0,240,60,300
United States,22001770,Atlanta,7/8/2022 10:45:00 AM,Detailed description of the incident #22001770,grass/brush fire/outside burning,F35,30307,GA,AFRD Station 12,Atlanta,30307,0.436818181,Point,Point,180,240,240,60,300
United States,21002621,Atlanta,11/18/2021 12:42:00 PM,Detailed description of the incident #21002621,fire alarm (assembly),F3A,30307,GA,AFRD Station 12,Atlanta,30307,0.408980925,Point,Point,180,0,240,60,300
United States,21050479,Atlanta,1/20/2022 11:17:00 AM,Detailed description of the incident #21050479,fire alarm (assembly),F3A,30307,GA,AFRD Station 12,Atlanta,30307,0.379068944,Point,Point,180,0,240,60,300
United States,21057604,Atlanta,2/13/2022 10:43:00 AM,Detailed description of the incident #21057604,fire alarm (assembly),F3A,30307,GA,AFRD Station 12,Atlanta,30307,0.508737948,Point,Point,180,0,240,60,300
United States,21007245,Atlanta,12/5/2021 7:06:00 PM,Detailed description of the incident #21007245,fire alarm (assembly),F3A,30307,GA,AFRD Station 12,Atlanta,30307,1.191611832,Point,Point,180,60,240,60,300
United States,21001469,Atlanta,11/13/2021 4:21:00 PM,Detailed description of the incident #21001469,fire alarm (assembly),F3A,30307,GA,AFRD Station 12,Atlanta,30307,0.527184947,Point,Point,180,60,240,60,300
United States,21064936,Atlanta,3/12/2022 1:26:00 PM,Detailed description of the incident #21064936,fire alarm (assembly),F3A,30307,GA,AFRD Station 12,Atlanta,30307,0.799397828,Point,Point,180,60,240,60,300
United States,21066662,Atlanta,3/19/2022 10:34:00 AM,Detailed description of the incident #21066662,fire alarm (assembly),F3A,30307,GA,AFRD Station 12,Atlanta,30307,0.255794922,Point,Point,180,60,240,60,300
United States,21004872,Atlanta,11/26/2021 8:57:00 PM,Detailed description of the incident #21004872,fire alarm (assembly),F3A,30307,GA,AFRD Station 12,Atlanta,30307,0.283650179,Point,Point,180,60,240,60,300
United States,21007782,Atlanta,12/7/2021 4:51:00 PM,Detailed description of the incident #21007782,fire alarm (assembly),F3A,30307,GA,AFRD Station 12,Atlanta,30307,0.368133734,Point,Point,180,60,240,60,300
United States,21050132,Atlanta,1/19/2022 5:15:00 AM,Detailed description of the incident #21050132,fire alarm (assembly),F3A,30307,GA,AFRD Station 12,Atlanta,30307,0.379068944,Point,Point,180,60,240,60,300
United States,21062687,Atlanta,3/3/2022 1:07:00 PM,Detailed description of the incident #21062687,fire alarm (assembly),F3A,30307,GA,AFRD Station 12,Atlanta,30307,0.379068944,Point,Point,180,60,240,60,300
United States,21093371,Atlanta,6/26/2022 7:53:00 PM,Detailed description of the incident #21093371,fire alarm (assembly),F3A,30307,GA,AFRD Station 12,Atlanta,30307,0.379068944,Point,Point,180,60,240,60,300
United States,21057841,Atlanta,2/14/2022 6:38:00 AM,Detailed description of the incident #21057841,fire alarm (assembly),F3A,30307,GA,AFRD Station 12,Atlanta,30307,0.279049170,Point,Point,180,60,240,60,300
United States,21043880,Atlanta,12/28/2021 7:41:00 AM,Detailed description of the incident #21043880,fire alarm (assembly),F3A,30307,GA,AFRD Station 12,Atlanta,30307,0.292390224,Point,Point,180,60,240,60,300
United States,21088292,Atlanta,6/3/2022 7:07:00 PM,Detailed description of the incident #21088292,fire alarm (assembly),F3A,30307,GA,AFRD Station 12,Atlanta,30307,0.888711163,Point,Point,180,60,240,60,300
United States,21081129,Atlanta,5/21/2022 6:11:00 PM,Detailed description of the incident #21081129,fire alarm (assembly),F3A,30307,GA,AFRD Station 12,Atlanta,30307,0.400830524,Point,Point,180,60,240,60,300
United States,21001052,Atlanta,11/12/2021 1:07:00 AM,Detailed description of the incident #21001052,fire alarm (assembly),F3A,30307,GA,AFRD Station 12,Atlanta,30307,0.359834740,Point,Point,180,60,240,60,300
United States,21004673,Atlanta,11/26/2021 3:41:00 AM,Detailed description of the incident #21004673,fire alarm (assembly),F3A,30307,GA,AFRD Station 12,Atlanta,30307,0.141345019,Point,Point,180,120,240,60,300
United States,21066777,Atlanta,3/19/2022 6:14:00 PM,Detailed description of the incident #21066777,fire alarm (assembly),F3A,30307,GA,AFRD Station 12,Atlanta,30307,0.438486705,Point,Point,180,120,240,60,300
United States,21055204,Atlanta,2/5/2022 6:37:00 AM,Detailed description of the incident #21055204,fire alarm (assembly),F3A,30307,GA,AFRD Station 12,Atlanta,30307,0.355578350,Point,Point,180,120,240,60,300
United States,21067621,Atlanta,3/22/2022 10:24:00 PM,Detailed description of the incident #21067621,fire alarm (assembly),F3A,30307,GA,AFRD Station 12,Atlanta,30307,0.479694280,Point,Point,180,120,240,60,300
United States,21059590,Atlanta,2/19/2022 6:25:00 PM,Detailed description of the incident #21059590,fire alarm (assembly),F3A,30307,GA,AFRD Station 12,Atlanta,30307,0.400830524,Point,Point,180,120,240,60,300
United States,21079812,Atlanta,5/15/2022 5:19:00 PM,Detailed description of the incident #21079812,fire alarm (assembly),F3A,30307,GA,AFRD Station 12,Atlanta,30307,0.311231235,Point,Point,180,180,240,60,300
United States,21088151,Atlanta,6/3/2022 7:59:00 AM,Detailed description of the incident #21088151,fire alarm (assembly),F3A,30307,GA,AFRD Station 12,Atlanta,30307,0.257254323,Point,Point,180,180,240,60,300
United States,21008121,Atlanta,12/9/2021 12:50:00 AM,Detailed description of the incident #21008121,fire alarm (assembly),F3A,30307,GA,AFRD Station 12,Atlanta,30307,0.279049170,Point,Point,180,240,240,60,300
United States,21061764,Atlanta,2/27/2022 7:55:00 PM,Detailed description of the incident #21061764,fire alarm (assembly),F3A,30307,GA,AFRD Station 12,Atlanta,30307,0.463282728,Point,Point,180,240,240,60,300
United States,21004660,Atlanta,11/26/2021 2:35:00 AM,Detailed description of the incident #21004660,fire (assembly),F33A,30307,GA,AFRD Station 12,Atlanta,30307,0.300641576,Point,Point,240,120,240,60,300
United States,21076228,Atlanta,4/28/2022 11:08:00 PM,Detailed description of the incident #21076228,fire (business),F33B,30307,GA,AFRD Station 12,Atlanta,30307,0.417773504,Point,Point,240,120,240,60,300
United States,22003907,Atlanta,7/17/2022 10:05:00 AM,Detailed description of the incident #22003907,grass/brush fire/outside burning,F35,30307,GA,AFRD Station 12,Atlanta,30307,0.813482685,Point,Point,240,60,240,60,300
United States,21079958,Atlanta,5/16/2022 11:42:00 AM,Detailed description of the incident #21079958,grass/brush fire/outside burning,F35,30307,GA,AFRD Station 12,Atlanta,30307,0.409072947,Point,Point,240,60,240,60,300
United States,22006083,Atlanta,7/28/2022 4:26:00 PM,Detailed description of the incident #22006083,grass/brush fire/outside burning,F35,30307,GA,AFRD Station 12,Atlanta,30307,0.865377090,Point,Point,240,60,240,60,300
United States,21065033,Atlanta,3/12/2022 9:22:00 PM,Detailed description of the incident #21065033,grass/brush fire/outside burning,F35,30307,GA,AFRD Station 12,Atlanta,30307,0.279049170,Point,Point,240,60,240,60,300
United States,21008060,Atlanta,12/8/2021 8:41:00 PM,Detailed description of the incident #21008060,grass/brush fire/outside burning,F35,30307,GA,AFRD Station 12,Atlanta,30307,0.587937473,Point,Point,240,120,240,60,300
United States,22001210,Atlanta,7/6/2022 12:32:00 AM,Detailed description of the incident #22001210,grass/brush fire/outside burning,F35,30307,GA,AFRD Station 12,Atlanta,30307,0.350317009,Point,Point,240,120,240,60,300
United States,22002514,Atlanta,7/11/2022 4:03:00 PM,Detailed description of the incident #22002514,fire alarm (assembly),F3A,30307,GA,AFRD Station 12,Atlanta,30307,0.408980925,Point,Point,240,0,240,60,300
United States,21075430,Atlanta,4/25/2022 11:08:00 AM,Detailed description of the incident #21075430,fire alarm (assembly),F3A,30307,GA,AFRD Station 12,Atlanta,30307,0.334831798,Point,Point,240,0,240,60,300
United States,21002191,Atlanta,11/16/2021 2:52:00 PM,Detailed description of the incident #21002191,fire alarm (assembly),F3A,30307,GA,AFRD Station 12,Atlanta,30307,0.411946312,Point,Point,240,60,240,60,300
United States,21056214,Atlanta,2/8/2022 5:16:00 PM,Detailed description of the incident #21056214,fire alarm (assembly),F3A,30307,GA,AFRD Station 12,Atlanta,30307,0.141345019,Point,Point,240,60,240,60,300
United States,21062125,Atlanta,3/1/2022 9:53:00 AM,Detailed description of the incident #21062125,fire alarm (assembly),F3A,30307,GA,AFRD Station 12,Atlanta,30307,0.141345019,Point,Point,240,60,240,60,300
United States,21076105,Atlanta,4/28/2022 1:44:00 PM,Detailed description of the incident #21076105,fire alarm (assembly),F3A,30307,GA,AFRD Station 12,Atlanta,30307,0.240911199,Point,Point,240,60,240,60,300
United States,21066646,Atlanta,3/19/2022 7:52:00 AM,Detailed description of the incident #21066646,fire alarm (assembly),F3A,30307,GA,AFRD Station 12,Atlanta,30307,0.255794922,Point,Point,240,60,240,60,300
United States,21049930,Atlanta,1/18/2022 11:05:00 AM,Detailed description of the incident #21049930,fire alarm (assembly),F3A,30307,GA,AFRD Station 12,Atlanta,30307,0.972571342,Point,Point,240,60,240,60,300
